LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
2,3,0,4,2,2,1,8,9.41,8.0,602.27,0.03,21,0.13,33.46,75.28,8,13,4,8,16,0
2,3,0,0,2,2,1,15,49.11,4.93,1192.85,0.08,56,0.2,66.27,242.03,23,33,14,6,19,1
3,13,0,10,7,3,5,15,10.33,22.17,5077.55,0.08,53,0.05,282.09,229.06,19,34,6,14,30,0
7,11,0,6,6,6,1,24,24.1,32.45,25372.2,0.26,145,0.03,1409.57,781.89,59,86,20,22,39,0
1,11,0,0,6,2,3,20,22.57,11.5,2985.37,0.09,54,0.09,165.85,259.6,23,31,14,14,23,0
2,7,0,0,4,2,3,22,38.44,9.0,3113.53,0.12,68,0.11,172.97,345.95,33,35,22,12,26,0
5,17,0,9,9,6,5,41,36.93,22.78,19162.57,0.28,156,0.04,1064.59,841.2,67,89,25,17,57,0
2,9,0,0,5,1,5,10,18.04,17.19,5329.82,0.1,73,0.06,296.1,310.1,25,48,8,11,14,0
4,9,0,0,5,5,1,23,21.02,32.58,22318.78,0.23,141,0.03,1239.93,684.98,46,95,12,17,29,0
4,3,0,0,2,2,1,26,57.69,9.23,4915.41,0.18,103,0.11,273.08,532.5,48,55,26,10,32,0
7,11,0,0,6,6,1,45,71.26,21.06,31595.26,0.5,253,0.05,1755.29,1500.48,109,144,44,17,52,0
3,25,0,0,13,9,12,34,35.84,23.6,19959.59,0.28,154,0.04,1108.87,845.75,59,95,25,20,39,0
19,25,1,25,13,7,6,61,48.4,36.76,65391.43,0.59,305,0.03,3632.86,1779.03,136,169,37,20,112,0
0,3,0,0,2,1,1,2,16.6,4.0,265.67,0.02,17,0.25,14.76,66.42,7,10,7,8,4,0
19,35,9,16,18,18,13,69,60.79,29.5,52898.93,0.6,300,0.03,2938.83,1793.18,118,182,42,21,115,1
7,9,0,3,5,3,1,32,44.49,12.74,7220.73,0.19,108,0.08,401.15,566.78,49,59,25,13,44,0
2,11,0,0,6,5,1,40,32.72,34.04,37937.06,0.37,208,0.03,2107.61,1114.37,87,121,23,18,44,0
2,3,0,1,2,2,1,8,26.48,5.45,787.8,0.05,34,0.18,43.77,144.43,15,19,11,8,14,0
13,14,0,0,9,6,1,40,38.42,16.81,10852.59,0.22,115,0.06,602.92,645.69,38,77,26,23,55,1
2,11,0,0,6,5,3,30,38.16,9.17,3206.27,0.12,72,0.11,178.13,349.77,30,42,18,11,34,0
5,9,0,0,5,3,1,18,39.18,11.0,4741.17,0.14,87,0.09,263.4,431.02,40,47,20,11,25,0
31,24,1,0,13,11,13,63,45.33,41.12,76656.56,0.62,321,0.02,4258.7,1864.16,118,203,33,23,103,0
9,3,0,0,2,2,1,8,21.69,7.77,1310.13,0.06,39,0.13,72.79,168.56,19,20,11,9,19,0
2,1,0,0,1,1,1,5,14.7,10.21,1533.34,0.05,36,0.1,85.19,150.12,13,23,7,11,10,0
5,9,0,8,5,4,1,42,41.05,22.73,21212.97,0.31,168,0.04,1178.5,933.17,67,101,28,19,57,0
28,6,11,13,4,4,1,21,28.78,14.61,6141.15,0.14,77,0.07,341.17,420.38,32,45,23,21,76,1
3,3,0,0,2,2,1,13,28.66,10.4,3099.78,0.1,62,0.1,172.21,298.06,24,38,15,13,18,0
1,3,0,0,2,2,1,9,28.52,5.0,713.12,0.05,33,0.2,39.62,142.62,15,18,12,8,12,0
5,13,0,0,7,6,1,38,23.58,24.67,14348.35,0.19,121,0.04,797.13,581.69,37,84,12,16,45,1
5,5,0,0,3,3,1,14,48.44,8.39,3406.91,0.14,82,0.12,189.27,406.24,41,41,22,9,21,0
0,3,0,0,2,2,1,6,19.19,3.86,285.46,0.02,20,0.26,15.86,74.01,9,11,7,6,8,0
0,11,0,0,6,1,1,13,46.91,4.0,750.59,0.06,45,0.25,41.7,187.65,16,29,12,6,15,0
7,9,0,0,5,5,1,32,30.81,20.63,13113.3,0.21,126,0.05,728.52,635.59,56,70,19,14,41,1
3,1,0,0,1,1,1,9,14.78,11.0,1788.9,0.05,39,0.09,99.38,162.63,14,25,7,11,14,1
1,1,0,0,1,1,1,5,30.15,2.78,232.67,0.03,22,0.36,12.93,83.76,10,12,9,5,8,0
7,1,0,4,1,1,1,22,31.02,13.88,5972.45,0.14,98,0.07,331.8,430.45,37,61,12,9,33,0
4,3,0,0,2,2,1,10,26.65,6.0,959.47,0.05,37,0.17,53.3,159.91,12,25,10,10,16,0
1,27,11,7,14,6,4,48,58.93,22.95,31033.99,0.45,235,0.04,1724.11,1352.4,109,126,38,16,69,0
3,5,0,0,3,2,1,17,17.13,13.8,3261.63,0.08,53,0.07,181.2,236.35,23,30,10,12,20,0
14,5,20,5,3,3,1,58,114.02,14.78,24894.09,0.56,265,0.07,1383.0,1684.75,132,133,67,15,99,0
1,1,0,0,1,1,1,49,131.5,12.25,19732.68,0.54,290,0.08,1096.26,1610.83,140,150,40,7,52,0
7,7,0,0,4,3,1,20,16.04,16.5,4367.55,0.09,57,0.06,242.64,264.7,22,35,10,15,29,0
7,27,9,0,14,10,7,59,42.97,30.52,40008.45,0.44,230,0.03,2222.69,1311.1,106,124,33,19,77,1
0,1,0,0,1,1,1,3,29.7,3.5,363.87,0.03,29,0.29,20.22,103.96,14,15,8,4,5,0
21,113,0,30,57,40,47,122,132.52,30.46,122973.42,1.35,605,0.03,6831.86,4036.82,235,370,81,21,175,1
16,5,1,14,3,1,1,94,93.34,28.15,73984.09,0.88,410,0.04,4110.22,2627.85,183,227,65,20,127,0
1,5,0,1,3,1,1,13,14.73,7.43,812.63,0.04,28,0.13,45.15,109.39,13,15,7,8,17,1
5,7,0,0,4,4,3,32,47.68,19.75,18597.05,0.31,166,0.05,1033.17,941.62,79,87,34,17,37,1
9,11,0,0,10,1,1,24,36.28,7.37,1969.97,0.09,53,0.14,109.44,267.35,20,33,19,14,35,0
2,5,0,0,3,1,1,22,29.26,14.61,6241.51,0.14,84,0.07,346.75,427.35,37,47,19,15,26,1
5,7,2,4,4,1,1,21,15.54,19.73,6046.3,0.1,66,0.05,335.91,306.49,31,35,11,14,36,0
92,60,0,162,35,27,26,275,86.75,99.64,861278.67,2.88,1301,0.01,47848.81,8643.66,465,836,70,30,531,0
7,7,0,0,4,3,1,32,23.5,21.71,11081.16,0.17,104,0.05,615.62,510.32,38,66,14,16,41,0
4,11,1,3,6,4,4,30,40.0,16.5,10888.66,0.22,124,0.06,604.93,659.92,55,69,25,15,40,0
0,9,0,0,5,4,5,13,21.8,6.19,834.61,0.04,33,0.16,46.37,134.89,11,22,8,9,15,0
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,4,1
4,3,0,0,2,2,1,14,44.64,9.65,4158.72,0.14,84,0.1,231.04,430.86,37,47,23,12,20,1
4,1,1,0,1,1,1,8,37.84,6.3,1502.03,0.08,52,0.16,83.45,238.42,21,31,15,9,15,0
8,27,0,5,14,5,8,52,21.8,51.6,58031.57,0.37,206,0.02,3223.98,1124.64,86,120,20,24,67,0
12,25,1,9,13,5,5,60,36.77,55.76,114302.82,0.68,353,0.02,6350.16,2050.0,160,193,33,23,88,0
13,21,0,12,11,8,4,79,53.33,41.59,92218.5,0.74,371,0.02,5123.25,2217.57,155,216,41,22,106,0
4,17,2,3,9,3,7,15,23.12,16.43,6244.67,0.13,76,0.06,346.93,380.0,29,47,15,17,26,0
1,5,0,0,3,3,1,18,34.35,9.0,2782.21,0.1,63,0.11,154.57,309.13,27,36,18,12,22,0
3,9,0,4,5,5,1,23,24.16,19.5,9185.7,0.16,96,0.05,510.32,471.06,39,57,15,15,32,0
0,1,0,0,1,1,1,4,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,4,0
3,3,0,0,2,2,1,12,35.81,4.8,825.1,0.06,38,0.21,45.84,171.9,18,20,15,8,17,0
2,3,0,6,2,2,1,82,201.19,22.32,100260.48,1.5,676,0.04,5570.03,4491.25,253,423,85,15,92,0
8,15,0,13,8,7,1,27,24.59,23.16,13184.02,0.19,111,0.04,732.45,569.35,39,72,16,19,50,1
5,15,4,1,10,3,1,83,38.8,34.8,46993.5,0.45,213,0.03,2610.75,1350.39,87,126,45,36,96,1
4,1,0,0,1,1,1,16,66.59,6.0,2397.22,0.13,85,0.17,133.18,399.54,40,45,20,6,22,0
5,3,0,4,2,2,1,16,46.44,6.14,1748.86,0.1,57,0.16,97.16,285.0,27,30,22,10,27,0
0,9,0,0,5,3,4,18,31.28,9.17,2628.33,0.1,61,0.11,146.02,286.73,25,36,15,11,20,0
5,1,0,0,1,1,1,9,21.8,7.88,1351.93,0.06,42,0.13,75.11,171.67,14,28,8,9,16,0
3,3,0,0,2,2,1,12,19.66,7.78,1189.42,0.05,36,0.13,66.08,152.93,14,22,9,10,17,1
3,3,0,7,2,2,1,13,12.0,10.0,1200.0,0.04,30,0.1,66.67,120.0,12,18,6,10,25,0
13,3,0,0,2,2,1,63,71.77,34.89,87390.38,0.83,419,0.03,4855.02,2504.48,205,214,47,16,76,0
5,7,0,0,4,2,1,8,22.85,11.69,3124.06,0.09,55,0.09,173.56,267.19,19,36,13,16,15,0
2,11,0,6,6,5,4,50,71.92,18.57,24806.45,0.45,229,0.05,1378.14,1335.73,104,125,42,15,58,0
3,9,0,0,5,4,1,18,26.36,22.0,12759.36,0.19,114,0.05,708.85,579.97,44,70,17,17,23,0
5,3,0,3,2,2,1,17,45.55,11.73,6264.52,0.18,105,0.09,348.03,534.18,43,62,22,12,27,0
2,1,0,0,1,1,1,4,6.15,9.0,498.16,0.02,16,0.11,27.68,55.35,4,12,2,9,9,0
5,17,0,1,9,3,6,23,23.59,25.88,15796.57,0.2,120,0.04,877.59,610.5,46,74,16,18,31,0
0,1,0,0,1,1,1,3,16.12,4.0,258.12,0.02,18,0.25,14.34,64.53,8,10,6,6,5,0
3,7,2,0,4,2,1,18,25.78,18.28,8614.57,0.16,97,0.05,478.59,471.22,45,52,16,13,25,0
6,13,0,2,7,5,6,41,58.54,15.65,14331.67,0.31,164,0.06,796.2,915.93,76,88,34,14,53,0
30,55,5,23,28,14,15,134,86.2,39.9,137251.55,1.15,520,0.03,7625.09,3439.65,221,299,72,26,194,1
3,1,0,0,1,1,1,11,31.04,8.33,2155.39,0.09,58,0.12,119.74,258.64,20,38,12,10,17,0
11,31,2,4,16,5,16,66,29.5,48.19,68511.5,0.47,262,0.02,3806.19,1421.68,92,170,21,22,86,0
20,49,0,3,25,9,11,105,56.84,49.5,139267.55,0.94,456,0.02,7737.09,2813.49,198,258,48,24,130,1
0,3,0,0,2,1,1,9,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,9,15,5,8,11,0
6,39,1,8,20,10,17,99,69.07,35.17,85429.53,0.81,380,0.03,4746.09,2429.08,166,214,59,25,116,0
4,3,0,6,2,2,1,13,15.5,8.57,1138.58,0.04,34,0.12,63.25,132.83,15,19,7,8,25,0
3,1,0,1,1,1,1,7,9.87,7.88,611.96,0.03,21,0.13,34.0,77.71,7,14,4,9,13,0
2,1,0,0,1,1,1,9,40.06,3.92,616.6,0.05,37,0.25,34.26,157.17,17,20,13,6,13,0
2,5,0,0,3,2,3,10,23.04,11.5,3047.18,0.09,54,0.09,169.29,264.97,23,31,15,15,14,1
8,32,0,17,17,8,5,99,52.75,35.63,66951.32,0.63,299,0.03,3719.52,1879.34,114,185,48,30,127,0
1,1,0,0,1,1,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,6,1
0,5,0,0,3,3,1,12,14.5,8.67,1088.9,0.04,33,0.12,60.49,125.64,13,20,6,8,14,1
2,3,0,0,2,2,1,11,11.75,8.1,770.99,0.03,25,0.12,42.83,95.18,9,16,5,9,15,0
2,11,1,0,6,3,5,10,33.74,30.44,31267.11,0.34,193,0.03,1737.06,1027.13,45,148,17,23,15,0
2,6,0,0,4,4,1,26,35.24,11.55,4700.82,0.14,80,0.09,261.16,407.0,33,47,20,14,30,0
2,9,0,0,5,5,1,26,36.28,7.38,1978.57,0.09,61,0.14,109.92,267.93,24,37,13,8,30,0
3,1,0,1,1,1,1,11,22.67,12.0,3264.3,0.09,61,0.08,181.35,272.03,20,41,10,12,18,0
5,9,0,3,5,4,1,25,27.07,12.69,4357.93,0.11,70,0.08,242.11,343.48,29,41,16,14,35,1
1,25,1,0,13,11,12,26,28.89,22.37,14455.38,0.22,125,0.04,803.08,646.24,50,75,19,17,30,0
1,5,0,0,3,3,1,8,15.8,8.33,1097.38,0.04,31,0.12,60.97,131.69,15,16,9,10,11,0
0,15,0,0,8,7,1,33,33.43,10.55,3718.1,0.12,83,0.09,206.56,352.58,29,54,11,8,36,0
3,31,2,0,16,1,1,65,132.89,5.73,4359.02,0.25,144,0.17,242.17,761.1,63,81,33,6,72,1
6,47,0,18,24,20,23,59,48.07,30.65,45141.75,0.49,261,0.03,2507.87,1473.05,100,161,31,19,85,1
8,9,0,0,5,5,5,18,28.4,15.0,6390.91,0.14,86,0.07,355.05,426.06,32,54,16,15,28,0
0,1,0,0,1,1,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,4,0
1,5,0,0,3,3,1,22,38.83,15.95,9877.43,0.21,125,0.06,548.75,619.27,58,67,20,11,23,0
6,15,0,0,8,7,5,39,24.98,26.71,17829.93,0.22,123,0.04,990.55,667.43,51,72,21,22,47,0
2,13,0,0,7,4,1,30,30.6,21.0,13493.48,0.21,117,0.05,749.64,642.55,48,69,24,21,35,0
12,3,0,1,2,2,1,57,95.32,13.38,17051.67,0.42,208,0.07,947.31,1274.89,107,101,56,14,72,0
7,7,0,0,4,3,3,21,35.2,20.57,14895.77,0.24,137,0.05,827.54,724.1,48,89,21,18,30,1
4,3,0,0,2,2,1,16,22.13,14.09,4394.31,0.1,71,0.07,244.13,311.85,31,40,11,10,23,0
0,5,1,1,3,1,1,5,8.96,6.0,322.65,0.02,15,0.17,17.92,53.77,6,9,4,8,9,0
10,23,0,13,12,8,9,47,41.33,30.57,38612.14,0.42,213,0.03,2145.12,1263.25,101,112,38,23,70,0
30,9,0,1,5,1,1,21,12.26,17.0,3544.44,0.07,50,0.06,196.91,208.5,17,33,6,12,54,0
9,27,0,0,14,5,14,46,23.19,36.67,31172.69,0.28,162,0.03,1731.82,850.16,66,96,18,20,57,0
4,3,0,5,2,1,1,10,21.22,5.78,708.49,0.04,30,0.17,39.36,122.62,13,17,9,8,21,0
3,13,0,5,7,4,3,31,41.12,12.0,5921.81,0.16,97,0.08,328.99,493.48,44,53,22,12,43,1
3,3,0,0,2,2,1,8,12.12,6.6,528.0,0.03,20,0.15,29.33,80.0,6,14,5,11,13,0
4,1,0,1,1,1,1,8,55.4,6.64,2444.68,0.12,75,0.15,135.82,368.02,31,44,21,9,15,0
0,3,0,0,2,2,1,8,12.28,7.0,601.66,0.03,22,0.14,33.43,85.95,7,15,5,10,10,0
3,3,0,0,2,1,1,4,12.34,5.83,420.0,0.02,18,0.17,23.33,72.0,7,11,6,10,9,0
13,52,0,0,31,2,1,92,42.71,38.71,64005.25,0.55,286,0.03,3555.85,1653.47,100,186,31,24,107,1
3,3,0,0,2,1,1,7,11.23,5.6,352.28,0.02,17,0.18,19.57,62.91,7,10,5,8,12,1
3,7,0,3,4,4,1,27,26.43,13.3,4675.24,0.12,86,0.08,259.74,351.52,38,48,10,7,37,0
7,9,0,0,5,3,1,36,61.66,16.2,16181.61,0.33,172,0.06,898.98,998.87,81,91,40,16,43,0
3,7,0,1,4,1,1,12,25.77,8.25,1754.01,0.07,47,0.12,97.45,212.61,18,29,12,11,18,1
2,7,0,0,4,3,1,29,45.31,10.71,5201.91,0.16,98,0.09,288.99,485.51,45,53,21,10,33,1
1,9,0,0,5,5,5,17,20.48,14.86,4519.95,0.1,62,0.07,251.11,304.23,26,36,14,16,20,0
6,7,0,0,4,3,1,23,33.22,11.29,4233.55,0.13,75,0.09,235.2,375.0,33,42,19,13,31,0
4,5,0,0,3,3,1,20,18.07,20.0,7227.43,0.12,76,0.05,401.52,361.37,32,44,12,15,26,0
31,31,0,0,17,14,8,170,48.9,87.0,370122.64,1.42,683,0.01,20562.37,4254.28,276,407,46,29,203,0
4,3,0,2,2,1,1,41,23.1,51.88,62158.27,0.4,252,0.02,3453.24,1198.23,83,169,12,15,49,1
25,27,0,12,15,14,1,100,56.53,33.27,62586.87,0.63,309,0.03,3477.05,1881.03,122,187,44,24,139,1
4,3,0,1,2,1,1,20,32.77,8.75,2508.86,0.1,61,0.11,139.38,286.73,28,33,16,10,27,1
1,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,5,1
2,1,0,0,1,1,1,13,42.77,8.57,3142.38,0.12,74,0.12,174.58,366.61,36,38,21,10,15,0
0,1,0,0,1,1,1,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,5,0
2,13,0,6,7,1,5,22,13.76,27.13,10125.36,0.12,74,0.04,562.52,373.29,31,43,12,21,32,0
2,3,0,0,2,2,1,11,18.25,9.0,1478.1,0.05,38,0.11,82.12,164.23,12,26,8,12,16,0
5,3,0,0,2,2,1,17,29.91,10.5,3297.43,0.1,64,0.1,183.19,314.04,24,40,16,14,25,0
1,11,0,6,6,4,1,47,44.86,18.33,15077.27,0.27,166,0.05,837.63,822.4,77,89,21,10,56,0
6,11,0,0,6,6,6,27,20.43,35.14,25226.63,0.24,134,0.03,1401.48,717.91,55,79,18,23,33,0
3,3,0,0,2,2,1,10,24.86,4.67,541.33,0.04,29,0.21,30.07,116.0,12,17,9,7,15,0
0,5,0,0,3,2,1,6,15.01,7.5,844.41,0.04,27,0.13,46.91,112.59,12,15,8,10,8,0
2,5,0,0,3,1,3,12,13.99,10.5,1542.93,0.05,34,0.1,85.72,146.95,9,25,6,14,16,0
7,19,0,4,10,4,6,52,26.01,35.05,31955.88,0.3,175,0.03,1775.33,911.65,74,101,19,18,65,1
0,1,0,4,1,1,1,5,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,6,7,5,4,9,0
1,1,0,0,1,1,1,6,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,9,0
23,137,0,0,69,62,14,325,286.74,33.19,315858.32,3.17,1251,0.03,17547.68,9516.77,550,701,174,21,350,1
7,13,0,0,7,7,1,45,34.7,19.08,12631.04,0.22,122,0.05,701.72,662.0,53,69,25,18,54,0
1,13,0,3,7,5,7,14,10.07,40.07,16167.89,0.13,88,0.02,898.22,403.48,33,55,7,17,20,0
27,53,0,29,27,21,1,109,50.73,52.54,140031.41,0.89,461,0.02,7779.52,2665.21,216,245,37,18,167,0
14,35,1,12,18,10,6,75,37.65,53.14,106331.12,0.67,351,0.02,5907.28,2000.85,124,227,28,24,104,0
5,3,0,10,2,2,1,22,41.99,13.72,7904.21,0.19,109,0.07,439.12,576.11,49,60,25,14,40,0
0,1,0,0,1,1,1,4,18.13,4.29,333.04,0.03,21,0.23,18.5,77.71,10,11,7,6,6,0
3,1,0,0,1,1,1,6,15.42,6.67,685.32,0.03,27,0.15,38.07,102.8,10,17,6,8,11,0
1,7,0,1,4,4,1,25,32.65,14.37,6740.64,0.16,93,0.07,374.48,469.13,39,54,19,14,29,0
2,11,0,0,6,6,5,34,32.47,30.33,29872.94,0.33,192,0.03,1659.61,984.82,91,101,21,14,38,0
6,21,0,1,11,7,1,63,74.79,22.22,36939.51,0.55,274,0.04,2052.19,1662.11,121,153,49,18,70,0
1,11,0,0,6,5,1,12,25.22,13.2,4393.52,0.11,70,0.08,244.08,332.84,33,37,15,12,15,0
4,11,0,2,6,5,1,48,49.96,17.0,14439.21,0.28,149,0.06,802.18,849.37,70,79,35,17,56,0
8,9,1,6,5,3,1,45,50.65,21.5,23414.96,0.36,195,0.05,1300.83,1089.07,86,109,32,16,62,0
11,9,0,13,5,2,4,28,39.83,20.15,16169.62,0.27,147,0.05,898.31,802.54,64,83,27,17,54,1
1,13,0,0,7,4,7,11,17.73,16.0,4538.14,0.09,59,0.06,252.12,283.63,24,35,12,16,14,0
2,17,8,0,9,8,1,28,46.1,12.14,6797.87,0.19,113,0.08,377.66,559.82,51,62,21,10,40,0
2,9,0,0,5,2,5,8,10.44,20.64,4448.4,0.07,47,0.05,247.13,215.49,17,30,7,17,12,0
2,3,0,0,2,2,1,11,22.79,9.0,1846.2,0.07,46,0.11,102.57,205.13,18,28,11,11,13,0
3,11,0,0,6,2,3,14,17.82,14.73,3863.94,0.09,58,0.07,214.66,262.37,27,31,11,12,19,0
1,3,0,0,2,2,1,7,11.95,6.3,474.29,0.03,21,0.16,26.35,75.28,9,12,5,7,10,0
12,29,2,8,15,14,14,64,59.44,29.62,52130.58,0.59,298,0.03,2896.14,1760.25,110,188,39,21,88,0
11,11,0,3,6,2,6,51,92.85,15.09,21155.16,0.47,225,0.07,1175.29,1401.48,103,122,58,17,67,0
7,3,0,1,2,2,1,21,58.49,11.85,8207.69,0.23,133,0.08,455.98,692.86,56,77,26,11,31,0
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,1
0,3,1,1,2,2,1,6,16.37,6.87,774.04,0.04,27,0.15,43.0,112.59,11,16,8,10,10,1
8,13,0,17,7,6,1,33,34.28,25.78,22774.73,0.29,155,0.04,1265.26,883.57,65,90,29,23,60,0
2,5,0,0,3,3,1,13,29.71,4.77,676.67,0.05,34,0.21,37.59,141.78,15,19,11,7,17,0
7,27,0,9,14,14,1,120,49.72,51.8,133399.56,0.86,454,0.02,7411.09,2575.28,148,306,30,21,139,0
18,19,0,3,10,6,1,69,67.82,27.56,51520.06,0.62,306,0.04,2862.23,1869.21,126,180,48,21,92,1
4,5,0,5,3,3,1,12,18.91,10.56,2107.44,0.07,47,0.09,117.08,199.65,19,28,9,10,23,0
4,11,1,0,6,3,1,20,18.94,10.67,2155.16,0.07,46,0.09,119.73,202.05,16,30,9,12,27,0
1,21,0,0,11,9,9,65,58.52,18.51,20058.99,0.36,191,0.05,1114.39,1083.43,81,110,35,16,68,0
2,21,0,0,11,4,1,56,45.51,14.62,9733.57,0.22,137,0.07,540.75,665.54,36,101,16,13,61,0
8,15,0,9,8,6,7,31,45.81,16.69,12752.83,0.25,140,0.06,708.49,764.32,53,87,27,17,50,0
3,11,0,2,6,4,4,42,49.86,21.5,23049.9,0.36,189,0.05,1280.55,1072.09,86,103,34,17,47,0
8,21,0,9,11,3,9,32,25.71,24.94,15988.94,0.21,125,0.04,888.27,641.16,42,83,16,19,51,0
0,3,0,0,2,2,1,11,14.09,5.4,410.98,0.03,22,0.19,22.83,76.11,9,13,5,6,13,0
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,0
4,9,0,3,5,1,1,26,18.32,19.94,7283.6,0.12,86,0.05,404.64,365.32,29,57,8,11,38,0
4,13,0,12,7,5,4,33,24.48,20.04,9826.83,0.16,99,0.05,545.93,490.47,33,66,14,17,51,1
8,7,0,0,4,4,1,13,28.57,7.96,1810.7,0.08,51,0.13,100.59,227.43,23,28,13,9,23,0
1,3,0,0,2,2,1,8,30.68,5.54,941.08,0.06,40,0.18,52.28,169.92,24,16,13,6,12,0
9,13,0,0,7,5,3,35,30.34,21.47,13988.36,0.22,127,0.05,777.13,651.42,51,76,19,16,46,0
26,39,3,22,20,16,12,98,60.05,55.4,184330.69,1.11,541,0.02,10240.59,3327.01,217,324,47,24,151,1
11,17,4,8,9,3,1,56,42.33,33.39,47209.31,0.47,248,0.03,2622.74,1413.71,116,132,33,19,88,1
7,1,0,0,1,1,1,21,55.3,7.79,3357.12,0.14,84,0.13,186.51,430.86,34,50,24,11,33,0
1,9,0,0,5,5,1,20,18.65,21.25,8422.13,0.13,80,0.05,467.9,396.34,35,45,14,17,23,0
5,7,0,3,4,3,4,23,23.93,14.0,4690.0,0.11,67,0.07,260.56,335.0,28,39,16,16,33,1
1,7,0,1,4,4,1,21,18.98,12.73,3074.62,0.08,55,0.08,170.81,241.58,28,27,11,10,25,0
4,15,1,4,8,4,7,24,16.78,22.1,8197.6,0.12,82,0.05,455.42,370.93,34,48,10,13,38,0
3,45,0,12,23,18,18,77,58.46,20.9,25543.94,0.41,220,0.05,1419.11,1222.01,81,139,31,16,94,1
8,15,1,2,8,7,1,26,50.88,14.9,11289.73,0.25,138,0.07,627.21,757.88,54,84,29,16,39,0
2,3,0,0,2,2,1,8,11.52,8.33,800.0,0.03,24,0.12,44.44,96.0,10,14,6,10,13,0
3,29,0,0,15,7,15,36,32.22,21.33,14662.91,0.23,134,0.05,814.61,687.32,64,70,21,14,43,0
25,17,6,14,9,7,3,99,56.48,55.31,172787.45,1.04,548,0.02,9599.3,3123.84,177,371,32,20,146,0
1,5,0,0,3,3,1,4,26.64,7.2,1381.08,0.06,46,0.14,76.73,191.82,18,28,10,8,7,1
18,7,0,11,4,3,1,74,126.75,15.32,29754.91,0.65,303,0.07,1653.05,1942.05,143,160,70,15,105,1
5,11,0,0,6,4,5,22,27.16,16.05,7000.05,0.15,85,0.06,388.89,435.99,34,51,18,17,32,0
1,5,0,0,3,3,1,15,23.38,8.71,1772.67,0.07,45,0.11,98.48,203.56,19,26,12,11,18,0
1,1,0,0,1,1,1,2,10.34,2.0,41.36,0.01,8,0.5,2.3,20.68,2,6,2,4,6,0
0,1,0,0,1,1,1,3,10.38,4.0,166.05,0.01,12,0.25,9.23,41.51,3,9,3,8,5,0
4,5,0,0,3,3,1,19,16.37,24.67,9960.84,0.13,84,0.04,553.38,403.82,37,47,12,16,27,0
1,3,0,0,2,2,1,8,12.56,6.67,558.41,0.03,22,0.15,31.02,83.76,10,12,6,8,11,0
0,3,0,1,2,1,1,8,11.1,8.4,782.96,0.03,26,0.12,43.5,93.21,12,14,5,7,9,0
4,13,0,0,7,4,7,34,22.9,20.57,9690.41,0.16,96,0.05,538.36,471.06,36,60,14,16,43,0
2,1,0,4,1,1,1,4,31.29,2.75,236.61,0.03,24,0.36,13.14,86.04,11,13,8,4,12,0
0,1,0,0,1,1,1,3,12.63,2.0,50.53,0.01,9,0.5,2.81,25.27,3,6,3,4,5,0
13,7,0,0,4,3,4,32,44.65,14.4,9257.85,0.21,120,0.07,514.32,642.91,45,75,25,16,47,1
6,17,3,8,9,3,6,54,24.83,34.74,29962.81,0.29,161,0.03,1664.6,862.57,60,101,19,22,75,0
5,1,0,7,1,1,1,16,26.35,15.0,5929.63,0.13,90,0.07,329.42,395.31,40,50,12,9,30,0
8,17,0,0,9,4,8,40,18.91,41.65,32799.55,0.26,147,0.02,1822.2,787.56,59,88,17,24,48,1
1,1,0,0,1,1,1,3,16.73,3.0,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,6,0
0,13,0,0,11,2,1,38,33.35,14.32,6837.09,0.16,88,0.07,379.84,477.51,30,58,22,21,40,0
33,9,0,2,5,1,1,21,13.8,13.33,2453.33,0.06,46,0.08,136.3,184.0,16,30,6,10,58,0
1,21,0,0,11,4,9,17,15.08,15.44,3593.74,0.08,53,0.06,199.65,232.79,19,34,8,13,20,0
5,3,0,4,2,1,1,13,16.1,15.0,3622.21,0.08,52,0.07,201.23,241.48,20,32,10,15,24,0
